ID,Gender,Ever_Married,Age,Graduated,Profession,Work_Experience,Spending_Score,Family_Size,Cluster
459041,Male,Yes,62,Yes,Artist,8.0,Low,1.0,3
460114,Male,Yes,30,Yes,Healthcare,8.0,Low,2.0,3
460147,Male,Yes,67,Yes,Entertainment,1.0,Average,3.0,3
462123,Male,No,38,Yes,Artist,0.0,Low,2.0,1
465768,Female,No,37,Yes,Artist,7.0,Low,4.0,1
463236,Female,No,26,Yes,Healthcare,5.0,Low,2.0,1
462487,Male,Yes,61,Yes,Entertainment,2.0,Average,4.0,3
463954,Male,Yes,22,No,Entertainment,1.0,Average,3.0,3
466609,Female,Yes,47,Yes,Artist,0.0,Average,5.0,0
461741,Male,Yes,67,Yes,Lawyer,1.0,High,2.0,4
464416,Male,Yes,38,Yes,Artist,1.0,Low,6.0,3
467513,Female,Yes,36,No,Engineer,,Average,4.0,0
465428,Female,No,36,Yes,Engineer,0.0,Low,1.0,1
464632,Male,No,29,No,Entertainment,0.0,Low,8.0,2
462999,Female,,29,No,Engineer,0.0,High,4.0,0
462554,Male,No,28,No,Healthcare,1.0,Low,8.0,2
460075,Female,No,25,Yes,Artist,,Low,1.0,1
460838,Male,No,40,Yes,Artist,0.0,Low,,1
464889,Male,Yes,41,No,Executive,1.0,Low,7.0,2
465490,Female,Yes,35,Yes,Artist,0.0,Average,5.0,0
465909,Male,Yes,39,Yes,Entertainment,9.0,Low,1.0,3
465117,Female,Yes,73,Yes,Artist,1.0,High,2.0,0
459085,Male,No,22,No,Marketing,4.0,Low,3.0,2
464709,Male,Yes,40,No,Executive,8.0,High,5.0,3
460572,Female,No,30,Yes,Engineer,0.0,Low,4.0,1
464612,Male,No,32,Yes,Doctor,1.0,Low,2.0,1
465424,Male,No,38,Yes,Entertainment,1.0,Low,3.0,1
463093,Female,Yes,31,No,Healthcare,,Low,4.0,2
466803,Female,,41,Yes,Marketing,0.0,Low,2.0,4
463248,Female,Yes,26,No,Homemaker,8.0,Average,4.0,2
464155,Male,No,41,No,Doctor,0.0,Low,3.0,2
467424,Male,Yes,56,Yes,Entertainment,2.0,Average,2.0,3
465220,Male,Yes,61,No,Executive,0.0,High,2.0,4
463004,Male,Yes,48,Yes,Artist,0.0,Average,2.0,3
463315,Male,Yes,40,Yes,Executive,0.0,High,4.0,3
466498,Male,Yes,83,Yes,Lawyer,6.0,High,3.0,4
463234,Female,No,22,No,Engineer,1.0,Low,4.0,2
462453,Male,No,22,No,Healthcare,9.0,Low,5.0,2
464486,Male,,22,No,Healthcare,0.0,Low,3.0,2
467111,Male,Yes,72,Yes,Artist,0.0,Low,1.0,3
466355,Male,No,27,Yes,Healthcare,0.0,Low,2.0,1
463230,Female,Yes,35,Yes,Engineer,5.0,High,3.0,0
463127,Male,Yes,84,No,Executive,,High,2.0,4
465018,Male,No,42,Yes,Entertainment,0.0,Low,3.0,1
464940,Female,Yes,30,No,Engineer,1.0,Low,2.0,0
465294,Male,Yes,73,No,Lawyer,0.0,Low,2.0,4
461525,Male,Yes,68,Yes,Entertainment,1.0,Low,2.0,3
460058,Male,Yes,46,Yes,Artist,0.0,Low,1.0,3
464692,Female,No,48,No,Marketing,1.0,Low,1.0,2
466342,Female,Yes,49,Yes,Artist,0.0,Average,5.0,0
459214,Female,No,26,Yes,Engineer,0.0,Low,3.0,1
464243,Female,No,49,Yes,Artist,1.0,Low,2.0,1
467273,Female,Yes,81,Yes,Lawyer,7.0,High,2.0,4
459652,Female,No,26,No,Engineer,,Low,4.0,2
466187,Female,Yes,56,Yes,Artist,4.0,Average,2.0,0
466421,Male,Yes,26,No,Doctor,4.0,Average,3.0,3
461541,Male,No,36,Yes,Executive,9.0,Low,3.0,1
462709,Female,No,32,No,Doctor,0.0,Low,3.0,2
466233,Female,Yes,56,Yes,Homemaker,5.0,Low,1.0,0
461881,Male,No,40,Yes,Artist,1.0,Low,1.0,1
466371,Male,No,19,No,Healthcare,1.0,Low,4.0,2
467717,Female,Yes,66,No,Engineer,0.0,High,5.0,0
464917,Female,Yes,76,No,Lawyer,,Low,1.0,4
466031,Female,No,30,No,Entertainment,6.0,Low,1.0,1
467039,Male,Yes,26,No,Homemaker,9.0,Average,2.0,3
464334,Female,No,33,Yes,Healthcare,1.0,Low,3.0,1
459185,Female,No,25,Yes,Entertainment,5.0,Low,1.0,1
460580,Female,Yes,27,No,Engineer,9.0,Low,2.0,0
464808,Male,Yes,42,No,Entertainment,1.0,Low,4.0,3
465583,Male,No,35,Yes,Artist,2.0,Low,2.0,1
462042,Female,No,29,No,Healthcare,0.0,Low,3.0,2
460013,Female,No,68,No,,2.0,Low,3.0,1
461776,Male,Yes,72,No,Engineer,0.0,High,4.0,4
467251,Female,No,21,No,Engineer,1.0,Low,6.0,2
464937,Male,Yes,50,Yes,Artist,0.0,Low,2.0,3
464072,Male,Yes,49,Yes,Executive,1.0,Low,2.0,3
460836,Female,Yes,33,No,Artist,6.0,Average,2.0,0
467323,Female,Yes,52,Yes,Artist,7.0,Average,4.0,0
464245,Female,Yes,89,Yes,Lawyer,2.0,Low,1.0,4
459030,Male,Yes,46,No,Executive,6.0,High,6.0,3
459059,Male,Yes,87,No,Executive,,High,2.0,4
460926,Male,Yes,50,Yes,Artist,1.0,Average,4.0,3
463803,Female,No,30,Yes,Entertainment,0.0,Low,2.0,1
466540,Male,No,22,No,Healthcare,2.0,Low,2.0,2
459083,Male,Yes,58,Yes,Artist,8.0,Average,3.0,3
467699,Female,Yes,32,Yes,Doctor,0.0,Average,2.0,0
465773,Male,No,29,No,Entertainment,8.0,Low,4.0,2
464984,Male,No,32,Yes,Artist,1.0,Low,1.0,1
466215,Male,Yes,53,Yes,Artist,3.0,Average,4.0,3
460508,Male,Yes,27,Yes,Healthcare,2.0,High,3.0,3
460229,Female,Yes,68,Yes,Lawyer,2.0,High,2.0,4
459735,Female,No,43,No,Artist,,Low,1.0,1
459289,Male,No,39,Yes,Doctor,1.0,Low,1.0,1
461853,Male,No,20,No,Healthcare,6.0,Low,3.0,2
465345,Female,No,40,Yes,Artist,0.0,Low,,1
464513,Male,Yes,38,Yes,Executive,6.0,High,3.0,3
465806,Female,No,26,Yes,Marketing,0.0,Low,2.0,1
463534,Female,No,31,Yes,Engineer,1.0,Low,4.0,1
467053,Male,No,22,No,Healthcare,6.0,Low,4.0,2
459730,Male,Yes,35,No,,1.0,Low,2.0,3
464269,Male,No,37,Yes,Entertainment,0.0,Low,,1
466839,Female,No,26,No,Homemaker,8.0,Low,2.0,2
466510,Male,No,51,Yes,Artist,6.0,Low,1.0,1
464299,Female,No,35,Yes,Artist,12.0,Low,3.0,1
463773,Male,Yes,36,Yes,Artist,9.0,Average,2.0,3
462133,Female,Yes,46,Yes,Doctor,9.0,High,3.0,0
466895,Male,Yes,46,Yes,Marketing,,Low,1.0,4
460848,Male,Yes,53,No,Entertainment,10.0,Average,3.0,3
459324,Female,No,18,No,Healthcare,1.0,Low,3.0,2
467214,Male,No,26,No,Engineer,0.0,Low,4.0,2
462009,Female,Yes,32,Yes,Healthcare,8.0,High,2.0,0
464929,Male,Yes,69,No,Doctor,0.0,Average,3.0,3
463149,Male,Yes,60,Yes,Artist,3.0,Average,2.0,3
463447,Male,Yes,60,No,Engineer,0.0,Average,2.0,3
464833,Male,Yes,51,No,Executive,,Low,9.0,2
462088,Male,Yes,26,Yes,Artist,0.0,Average,2.0,3
459992,Male,No,48,Yes,Artist,1.0,Low,1.0,1
462270,Male,Yes,51,Yes,Doctor,1.0,Average,4.0,3
466711,Male,Yes,72,No,Executive,1.0,High,4.0,4
459614,Female,No,43,Yes,Artist,1.0,Low,2.0,1
459850,Male,No,35,Yes,Artist,0.0,Low,1.0,1
460665,Male,No,29,No,Entertainment,5.0,Low,1.0,1
462841,Male,No,19,No,Healthcare,8.0,Low,6.0,2
461761,Female,No,27,Yes,Healthcare,0.0,Low,8.0,2
461573,Female,No,40,Yes,Engineer,1.0,Low,5.0,1
463199,Female,Yes,52,Yes,Artist,1.0,Low,3.0,0
465317,Male,No,23,No,Healthcare,0.0,Low,4.0,2
461832,Male,No,31,Yes,Healthcare,,Low,3.0,1
464596,Female,Yes,35,Yes,Executive,0.0,Low,2.0,0
466059,Male,Yes,25,No,Entertainment,1.0,Average,2.0,3
463104,Female,Yes,47,No,Lawyer,0.0,Low,1.0,4
459990,Male,Yes,37,Yes,Healthcare,1.0,Average,2.0,3
463330,Male,No,20,No,Healthcare,1.0,Low,4.0,2
459893,Female,Yes,68,No,Lawyer,,Average,2.0,4
467212,Female,No,28,Yes,Doctor,1.0,Low,3.0,1
460913,Male,,22,No,Healthcare,1.0,Low,5.0,2
462266,Male,No,25,Yes,Doctor,8.0,Low,5.0,1
461020,Female,,20,No,,,High,,0
462838,Female,Yes,32,Yes,Homemaker,0.0,Low,3.0,0
460159,Female,No,18,No,Entertainment,1.0,Low,7.0,2
460974,Male,Yes,79,No,Lawyer,1.0,Low,1.0,4
460312,Female,No,36,Yes,Entertainment,7.0,Low,5.0,1
459919,Female,No,49,Yes,Artist,0.0,Low,1.0,1
467381,Male,Yes,49,Yes,Entertainment,0.0,Low,4.0,3
461707,Female,Yes,45,Yes,Artist,1.0,Average,4.0,0
462461,Male,No,28,Yes,Doctor,1.0,Low,3.0,1
465378,Female,Yes,57,Yes,Artist,4.0,Average,,0
459533,Female,No,41,Yes,Artist,1.0,Low,1.0,1
461091,Female,Yes,37,Yes,Artist,3.0,Average,3.0,0
466467,Female,Yes,36,Yes,Artist,1.0,Average,3.0,0
462476,Male,Yes,45,Yes,Artist,4.0,Average,2.0,3
459197,Female,Yes,39,Yes,,0.0,Average,2.0,0
464357,Male,No,40,Yes,Artist,7.0,Low,1.0,1
459915,Female,No,29,Yes,Healthcare,1.0,Low,3.0,1
459547,Male,Yes,89,No,Lawyer,,Low,2.0,4
463319,Female,Yes,73,No,Lawyer,1.0,High,3.0,4
466323,Male,No,28,No,Doctor,4.0,Low,1.0,1
459363,Male,No,53,Yes,Artist,2.0,Low,1.0,1
464700,Male,No,25,No,Doctor,2.0,Low,,2
461794,Female,No,19,No,Healthcare,5.0,Low,5.0,2
462563,Female,Yes,52,Yes,Artist,0.0,Average,2.0,0
465922,Female,No,31,Yes,Healthcare,9.0,Low,3.0,1
464341,Male,No,35,Yes,Artist,2.0,Low,2.0,1
467529,Male,Yes,47,Yes,Artist,,Average,2.0,3
464294,Male,Yes,68,No,Executive,1.0,High,2.0,4
461923,Female,Yes,42,Yes,Artist,2.0,Average,2.0,0
466843,Female,No,38,No,Homemaker,13.0,Low,,2
462880,Male,Yes,25,No,Executive,1.0,High,3.0,3
464402,Male,No,37,Yes,Entertainment,7.0,Low,1.0,1
462596,Female,No,31,No,Healthcare,0.0,Low,,2
466841,Male,No,21,No,Healthcare,1.0,Low,6.0,2
464536,Male,Yes,28,Yes,Artist,0.0,Average,3.0,3
462765,Female,Yes,50,Yes,Artist,1.0,High,8.0,0
461364,Female,No,46,No,Doctor,0.0,Low,2.0,1
465836,Male,No,19,No,Executive,13.0,Low,3.0,2
465208,Male,Yes,37,Yes,Artist,1.0,Average,2.0,3
460416,Male,No,28,Yes,Healthcare,14.0,Low,1.0,1
459787,Male,Yes,71,No,Lawyer,0.0,Low,1.0,4
464276,Female,Yes,66,No,Marketing,0.0,High,2.0,4
460560,Female,Yes,57,Yes,Homemaker,9.0,Average,2.0,0
467449,Female,Yes,86,Yes,Lawyer,1.0,Low,2.0,4
467625,Female,Yes,40,Yes,Artist,0.0,Average,2.0,0
460559,Female,No,49,Yes,Healthcare,8.0,Low,1.0,1
463847,Male,Yes,41,No,Artist,2.0,Average,3.0,3
464669,Female,Yes,42,No,Engineer,0.0,Low,4.0,0
465472,Female,Yes,87,No,Entertainment,,High,3.0,4
461393,Female,Yes,80,Yes,Artist,6.0,Average,2.0,0
463141,Male,Yes,60,Yes,Artist,,Low,1.0,3
464149,Male,Yes,38,Yes,Artist,1.0,Average,4.0,3
461777,Female,Yes,74,Yes,Lawyer,1.0,High,2.0,4
464505,Female,No,30,No,Doctor,9.0,Low,5.0,2
463345,Female,No,20,No,Healthcare,4.0,Low,4.0,2
459609,Female,No,43,Yes,Artist,1.0,Low,1.0,1
465412,Male,No,32,Yes,Doctor,7.0,Low,4.0,1
465195,Male,Yes,53,Yes,Executive,1.0,High,3.0,3
462550,Female,No,23,No,Healthcare,2.0,Low,6.0,2
466896,Male,Yes,52,No,Artist,7.0,Low,1.0,3
463851,Female,Yes,45,Yes,Artist,4.0,Average,4.0,0
462452,Male,No,22,No,Healthcare,1.0,Low,,2
464399,Male,Yes,63,No,Entertainment,0.0,Average,5.0,3
462257,Female,Yes,81,Yes,Lawyer,,High,2.0,4
464782,Male,Yes,35,No,Marketing,0.0,Low,3.0,2
465624,Male,No,39,Yes,Artist,8.0,Low,3.0,1
462508,Male,Yes,37,Yes,Healthcare,0.0,Low,7.0,3
465085,Male,Yes,83,Yes,Lawyer,,High,2.0,4
462872,Female,Yes,47,No,Engineer,10.0,Low,2.0,0
467535,Male,Yes,65,Yes,Lawyer,1.0,High,2.0,4
465793,Male,No,25,No,Healthcare,1.0,Low,5.0,2
465892,Male,No,40,Yes,Artist,9.0,Low,3.0,1
463666,Male,No,27,Yes,Executive,0.0,Low,6.0,2
459015,Male,No,19,No,Healthcare,0.0,Low,3.0,2
459699,Female,,61,Yes,Engineer,9.0,Average,3.0,0
466189,Female,Yes,56,Yes,Artist,0.0,Average,2.0,0
466348,Male,No,53,Yes,Artist,1.0,Low,2.0,1
459461,Female,Yes,39,Yes,Artist,0.0,Low,1.0,0
460620,Male,Yes,55,Yes,Entertainment,0.0,Average,4.0,3
463318,Male,Yes,65,Yes,Lawyer,0.0,Low,2.0,4
462626,Female,No,26,Yes,Engineer,0.0,Low,6.0,2
467554,Female,No,28,Yes,Healthcare,1.0,Low,3.0,1
463502,Male,Yes,40,Yes,Executive,,High,4.0,3
466651,Male,No,40,No,Entertainment,5.0,Low,1.0,1
466885,Male,Yes,42,No,Executive,1.0,Average,4.0,3
467439,Male,Yes,37,Yes,Entertainment,1.0,Low,4.0,3
461749,Female,No,22,No,Healthcare,0.0,Low,5.0,2
467134,Female,Yes,33,No,Healthcare,0.0,Low,5.0,2
462753,Male,Yes,28,No,Executive,0.0,Average,3.0,3
462259,Male,Yes,51,Yes,Artist,,Low,2.0,3
463537,Female,No,32,Yes,Healthcare,1.0,Low,3.0,1
463217,Female,Yes,33,Yes,Healthcare,2.0,High,1.0,0
463689,Female,Yes,40,Yes,Doctor,1.0,Low,,0
466380,Male,Yes,36,Yes,Entertainment,5.0,Low,2.0,3
463101,Female,No,27,No,Homemaker,8.0,Low,1.0,1
466366,Male,No,18,No,Healthcare,0.0,Low,3.0,2
463864,Male,Yes,81,No,Executive,,High,2.0,4
465716,Female,No,59,Yes,Artist,0.0,Low,2.0,1
463014,Male,Yes,53,Yes,Executive,0.0,High,3.0,3
459808,Male,Yes,38,No,Doctor,,Average,4.0,3
462443,Male,No,20,No,Healthcare,1.0,Low,2.0,2
460453,Female,No,40,Yes,Doctor,7.0,Low,1.0,1
466485,Male,Yes,37,Yes,Executive,9.0,High,2.0,3
467445,Male,Yes,31,No,Doctor,8.0,Low,2.0,3
459448,Male,Yes,40,Yes,Executive,,High,3.0,3
463500,Male,Yes,35,Yes,Executive,0.0,High,4.0,3
461507,Male,Yes,35,Yes,Entertainment,0.0,Low,2.0,3
465918,Female,No,39,Yes,Artist,5.0,Low,3.0,1
467533,Male,Yes,79,Yes,Lawyer,2.0,Low,1.0,4
467029,Male,Yes,42,Yes,Artist,8.0,Average,2.0,3
465749,Male,Yes,42,No,Engineer,1.0,Average,3.0,3
460768,Female,No,32,No,Engineer,9.0,Low,4.0,2
460146,Female,Yes,52,Yes,Engineer,1.0,Average,3.0,0
464998,Male,Yes,59,Yes,Artist,1.0,High,2.0,3
467715,Male,Yes,51,Yes,Executive,4.0,High,3.0,3
462201,Female,No,32,Yes,Healthcare,0.0,Low,1.0,1
467454,Male,Yes,49,Yes,Artist,1.0,Low,1.0,3
460645,Female,No,40,No,Doctor,1.0,Low,2.0,1
465129,Female,No,61,Yes,Entertainment,3.0,Low,1.0,1
464264,Female,Yes,86,No,Lawyer,8.0,High,2.0,4
465913,Female,Yes,29,Yes,Artist,10.0,Low,2.0,0
461068,Male,No,46,No,Marketing,1.0,Low,4.0,2
466689,Male,No,28,Yes,Artist,8.0,Low,3.0,1
460071,Female,No,53,Yes,Engineer,1.0,Low,1.0,1
459817,Female,Yes,65,No,Marketing,,Low,,4
460477,Male,No,32,No,Entertainment,0.0,Low,6.0,2
467766,Female,No,31,No,Healthcare,6.0,Low,3.0,2
460008,Male,No,25,No,Doctor,9.0,Low,4.0,2
463775,Female,No,33,No,Engineer,,Low,3.0,2
461820,Female,Yes,38,Yes,Doctor,0.0,Average,2.0,0
459226,Female,Yes,43,Yes,Artist,0.0,Average,2.0,0
460961,Male,No,20,No,Healthcare,1.0,Low,2.0,2
463503,Male,Yes,33,Yes,Entertainment,1.0,Low,2.0,3
466365,Female,Yes,50,,Artist,0.0,Average,3.0,0
462632,Female,Yes,37,No,Engineer,,Average,4.0,0
460404,Male,Yes,38,Yes,Artist,5.0,Low,7.0,3
460492,Female,No,43,No,Marketing,10.0,Low,,2
461571,Male,No,27,No,Healthcare,1.0,Low,4.0,2
467624,Male,Yes,35,No,Entertainment,0.0,Average,5.0,3
463880,Female,Yes,36,No,Engineer,0.0,Low,3.0,0
462846,Female,No,20,No,Marketing,7.0,Low,2.0,2
459233,Female,Yes,53,Yes,Marketing,6.0,Low,1.0,4
464751,Male,Yes,36,No,Doctor,,Low,1.0,3
465939,Female,No,32,Yes,Engineer,0.0,Low,2.0,1
467118,Male,Yes,55,Yes,Entertainment,1.0,Average,3.0,3
463815,Male,Yes,37,Yes,Entertainment,0.0,Average,2.0,3
460871,Female,No,27,Yes,Healthcare,,Low,,1
459127,Male,No,43,Yes,Healthcare,1.0,Low,7.0,2
460675,Female,No,32,Yes,Engineer,,Low,,1
460165,Female,No,40,Yes,Entertainment,0.0,Low,1.0,1
461678,Female,Yes,87,No,Lawyer,1.0,Low,1.0,4
465096,Male,Yes,86,No,Lawyer,13.0,Low,1.0,4
464522,Female,No,42,Yes,Engineer,11.0,Low,1.0,1
460886,Male,No,37,Yes,Artist,0.0,Low,1.0,1
462302,Female,No,25,No,Doctor,,Low,7.0,2
462184,Male,No,19,No,Doctor,0.0,Low,4.0,2
462956,Male,Yes,42,No,Artist,7.0,Average,5.0,3
466422,Male,Yes,33,No,Doctor,0.0,Low,4.0,3
465324,Male,Yes,41,Yes,Artist,8.0,Low,2.0,3
460668,Female,No,27,Yes,Doctor,,Low,2.0,1
466275,Male,Yes,84,No,Lawyer,,Low,,4
467257,Male,No,22,No,Healthcare,10.0,Low,4.0,2
460254,Female,No,32,Yes,Artist,1.0,Low,2.0,1
463158,Male,Yes,83,Yes,Executive,0.0,High,3.0,4
467866,Male,Yes,50,Yes,Artist,1.0,Average,3.0,3
461685,Female,No,30,Yes,Healthcare,4.0,Low,4.0,1
467875,Female,No,23,No,Healthcare,,Low,4.0,2
460208,Male,No,27,No,Artist,9.0,Low,8.0,2
462151,Female,No,35,Yes,Artist,8.0,Low,1.0,1
462853,Male,No,23,No,Healthcare,1.0,Low,2.0,2
465239,Male,Yes,56,Yes,Artist,0.0,Average,3.0,3
461624,Female,Yes,41,Yes,Artist,1.0,Average,,0
467508,Female,No,25,No,Doctor,1.0,Low,3.0,2
467318,Male,Yes,41,Yes,Doctor,,Low,2.0,3
466867,Female,No,27,No,Homemaker,14.0,Low,1.0,1
467738,Male,Yes,43,Yes,Doctor,3.0,Average,2.0,3
465590,Male,Yes,40,Yes,Artist,1.0,Average,5.0,3
464980,Female,,60,No,Engineer,1.0,High,2.0,0
459805,Female,Yes,45,No,Artist,4.0,Average,4.0,0
465013,Female,Yes,82,No,Lawyer,0.0,High,2.0,4
459240,Female,No,28,Yes,Artist,1.0,Low,1.0,1
462344,Female,Yes,63,Yes,Artist,0.0,High,4.0,0
460388,Female,No,35,Yes,Artist,13.0,Low,2.0,1
464218,Female,Yes,89,No,Lawyer,1.0,High,2.0,4
466589,Male,No,20,No,Healthcare,,Low,4.0,2
467556,Female,No,40,Yes,Healthcare,,Low,1.0,1
459887,Male,Yes,46,No,Artist,3.0,Average,2.0,3
465955,Male,No,25,Yes,Marketing,8.0,Low,3.0,2
460033,Female,,46,Yes,Entertainment,6.0,Low,3.0,0
462928,Male,Yes,49,Yes,Artist,2.0,Average,4.0,3
460889,Female,Yes,47,Yes,Artist,1.0,Low,2.0,0
459669,Male,Yes,30,Yes,Artist,0.0,Average,2.0,3
467849,Female,Yes,40,Yes,Doctor,0.0,Low,1.0,0
466873,Male,Yes,39,Yes,Healthcare,7.0,Average,5.0,3
464837,Male,Yes,61,Yes,Artist,1.0,Average,5.0,3
462581,Female,No,28,No,Engineer,1.0,Low,4.0,2
466237,Male,No,18,No,Healthcare,0.0,Low,3.0,2
462707,Female,Yes,55,Yes,Artist,0.0,Average,4.0,0
467060,Male,No,39,No,Engineer,5.0,Low,2.0,1
464794,Female,Yes,47,No,Engineer,8.0,Average,,0
460281,Female,No,29,Yes,Doctor,10.0,Low,5.0,1
460164,Male,Yes,66,No,Engineer,1.0,Low,2.0,3
460431,Female,No,46,Yes,Engineer,1.0,Low,1.0,1
466901,Female,Yes,52,Yes,Artist,0.0,Average,3.0,0
463328,Female,No,23,No,Healthcare,0.0,Low,4.0,2
462246,Female,Yes,84,No,Lawyer,1.0,High,2.0,4
462371,Female,No,27,No,Healthcare,5.0,Low,3.0,2
462022,Female,Yes,37,Yes,Artist,1.0,Average,3.0,0
460662,Female,No,46,No,Homemaker,9.0,Low,1.0,1
464022,Female,No,22,No,Healthcare,0.0,Low,3.0,2
461819,Male,Yes,42,Yes,Artist,0.0,Average,2.0,3
465735,Female,Yes,35,Yes,Artist,1.0,Low,2.0,0
462804,Male,Yes,39,No,Executive,5.0,High,3.0,3
464138,Female,No,27,Yes,Healthcare,0.0,Low,4.0,2
464224,Male,Yes,65,No,Engineer,1.0,High,2.0,4
463289,Female,Yes,39,Yes,Artist,0.0,Average,3.0,0
463223,Female,No,22,No,Entertainment,,Low,3.0,2
462038,Male,No,31,Yes,Artist,4.0,Low,4.0,1
463341,Female,Yes,48,No,Engineer,1.0,Average,6.0,0
463185,Female,Yes,58,Yes,Artist,1.0,Average,2.0,0
459258,Female,Yes,74,Yes,Lawyer,1.0,High,,4
464379,Female,Yes,40,Yes,Engineer,12.0,Average,3.0,0
464521,Male,No,26,No,Doctor,2.0,Low,4.0,2
459575,Male,No,35,Yes,Artist,0.0,Low,1.0,1
467732,Female,No,43,Yes,Healthcare,8.0,Low,1.0,1
460003,Male,No,49,Yes,Doctor,5.0,Low,1.0,1
462226,Male,Yes,26,No,Artist,7.0,Low,4.0,3
461274,Female,Yes,74,Yes,Lawyer,,High,2.0,4
462992,Female,Yes,56,Yes,Engineer,,High,3.0,0
466675,Female,Yes,49,Yes,Artist,2.0,Average,2.0,0
461124,Male,No,19,No,Healthcare,1.0,Low,8.0,2
464638,Male,No,39,Yes,Artist,2.0,Low,3.0,1
462374,Male,Yes,37,Yes,Executive,0.0,High,4.0,3
463526,Male,No,41,Yes,Doctor,0.0,Low,1.0,1
462912,Female,No,26,Yes,Homemaker,8.0,Low,2.0,1
462604,Female,Yes,38,No,Doctor,1.0,Average,3.0,0
460708,Male,Yes,35,Yes,Artist,0.0,Low,3.0,3
467015,Male,Yes,49,Yes,Artist,0.0,Average,2.0,3
464745,Male,,60,No,Engineer,0.0,Average,3.0,3
467245,Female,No,38,No,Doctor,0.0,Low,1.0,1
464798,Male,Yes,52,,Entertainment,,Average,5.0,3
463619,Male,Yes,70,No,Executive,1.0,High,2.0,4
467246,Male,No,21,No,Doctor,9.0,Low,3.0,2
462969,Male,Yes,58,Yes,Artist,8.0,Low,1.0,3
460959,Female,No,28,No,Artist,5.0,Low,5.0,2
461911,Male,Yes,57,No,Executive,0.0,Low,1.0,4
459882,Male,Yes,37,Yes,Artist,1.0,Average,2.0,3
459632,Female,Yes,52,No,Marketing,1.0,High,3.0,4
462613,Female,Yes,35,No,Engineer,0.0,Average,5.0,0
466455,Female,Yes,30,Yes,Doctor,4.0,Low,2.0,0
462394,Male,Yes,35,Yes,Artist,0.0,Average,2.0,3
462010,Female,No,31,Yes,Artist,14.0,Low,3.0,1
461371,Male,Yes,37,Yes,Doctor,0.0,Average,2.0,3
462376,Male,Yes,71,Yes,Executive,0.0,High,2.0,4
459845,Male,Yes,66,Yes,Healthcare,0.0,Low,1.0,4
462658,Female,Yes,25,Yes,Homemaker,9.0,Average,2.0,0
462583,Male,No,26,Yes,Artist,0.0,Low,4.0,1
459858,Female,No,31,No,Healthcare,8.0,Low,4.0,2
459091,Male,Yes,67,Yes,Artist,0.0,Average,6.0,3
467135,Female,Yes,51,Yes,Artist,1.0,Average,5.0,0
460413,Female,No,39,Yes,Artist,7.0,Low,1.0,1
466206,Female,Yes,60,Yes,Artist,2.0,Average,2.0,0
463192,Female,Yes,46,No,Entertainment,4.0,Average,,0
467382,Male,Yes,36,Yes,Doctor,9.0,Average,2.0,3
466750,Female,No,18,,Healthcare,0.0,Low,3.0,1
463801,Female,No,30,No,Engineer,0.0,Low,1.0,1
467296,Female,Yes,69,Yes,Artist,,Average,2.0,0
460651,Male,No,32,No,Homemaker,8.0,Low,,2
460296,Female,Yes,60,Yes,Artist,1.0,Low,2.0,0
463524,Female,Yes,40,Yes,Artist,6.0,Average,2.0,0
461775,Female,Yes,83,No,Lawyer,0.0,High,2.0,4
465711,Male,Yes,51,Yes,Artist,0.0,Average,,3
462833,Male,Yes,33,No,Doctor,0.0,Average,5.0,3
465506,Male,Yes,43,Yes,Entertainment,1.0,Average,4.0,3
463366,Male,Yes,71,No,Lawyer,0.0,Low,5.0,4
464987,Male,Yes,50,Yes,Executive,1.0,High,5.0,3
459114,Male,Yes,57,Yes,Artist,1.0,Average,2.0,3
467928,Male,Yes,35,Yes,Artist,2.0,Average,2.0,3
462881,Female,Yes,66,Yes,Artist,0.0,High,3.0,0
466524,Female,Yes,46,Yes,Artist,0.0,Low,1.0,0
463191,Male,No,26,No,Healthcare,1.0,Low,1.0,2
460861,Male,No,21,No,Healthcare,1.0,Low,3.0,2
465610,Female,No,42,Yes,Artist,8.0,Low,2.0,1
460206,Female,Yes,40,Yes,Entertainment,1.0,Low,2.0,0
462876,Male,No,27,No,Doctor,0.0,Low,4.0,2
465333,Female,Yes,37,Yes,Artist,2.0,Low,2.0,0
463121,Female,Yes,70,,Lawyer,,High,,4
460379,Male,No,35,Yes,Artist,9.0,Low,3.0,1
462991,Male,No,28,Yes,Healthcare,0.0,Low,1.0,1
460307,Male,No,27,No,Entertainment,6.0,Low,2.0,2
464383,Female,Yes,81,Yes,Lawyer,1.0,Low,1.0,4
467931,Male,No,25,Yes,Doctor,0.0,Low,2.0,1
466594,Male,Yes,72,Yes,Executive,1.0,High,2.0,4
461200,Female,No,33,Yes,Doctor,0.0,Low,5.0,1
465600,Male,Yes,40,Yes,Engineer,7.0,Low,2.0,3
459688,Male,No,52,Yes,Artist,3.0,Low,1.0,1
463549,Male,No,23,No,Healthcare,0.0,Low,4.0,2
466696,Female,Yes,48,Yes,Artist,2.0,Average,4.0,0
462906,Female,No,31,No,Healthcare,0.0,Low,4.0,2
461527,Female,No,35,Yes,Artist,1.0,Low,1.0,1
461354,Female,No,63,No,Entertainment,0.0,Low,1.0,1
462483,Male,Yes,63,Yes,,1.0,Average,2.0,3
463938,Male,,28,Yes,Engineer,1.0,Low,2.0,3
461661,Female,Yes,37,Yes,Artist,7.0,Average,2.0,0
